id,modules_composition
NP001264195.1_10090_345,B146|B152|B194|B165|B197|B204|B50|B187|B144|B132|B130|B189|B174|B155|B178|B186|B171|B172|B207|B190|B138|B181|B164|B195|B137|B157|B196|B199|B198|B139|B140|B148|B128|B205|B62|B143|B75|B193|B180|B170
XP002691532.1_9913_346,B146|B152|B194|B165|B197|B204|B50|B187|B144|B132|B130|B189|B174|B155|B178|B186|B171|B172|B207|B190|B138|B181|B164|B195|B137|B157|B196|B199|B198|B139|B140|B148|B128|B205|B62|B143|B75|B193|B180|B170
G391_389_390,B41|B287|B70|B272|B85|B283|B301|B319|B50|B300|B353|B112|B324|B318|B294|B282|B321|B275|B322|B306|B58|B276|B352|B69|B268|B270|B82|B113|B293|B88|B5|B284|B78|B304|B12|B271|B21|B274|B313|B39|B323|B317|B278|B62|B94|B285|B75|B280|B77|B291
NP001179747.2_9913_392,B41|B287|B70|B272|B85|B283|B301|B319|B50|B300|B353|B112|B318|B294|B282|B321|B275|B322|B306|B58|B276|B352|B69|B268|B270|B82|B113|B293|B88|B5|B284|B78|B304|B12|B271|B21|B274|B313|B39|B323|B317|B278|B62|B94|B285|B75|B280|B77|B291
NP031426.2_10090_412,B41|B70|B2|B126|B85|B124|B43|B50|B123|B112|B9|B116|B58|B69|B56|B36|B35|B82|B113|B90|B1|B127|B88|B5|B78|B118|B6|B122|B12|B119|B21|B121|B44|B29|B39|B125|B62|B94|B75|B77|B92
G415_413_414,B41|B70|B2|B325|B126|B85|B124|B347|B43|B50|B123|B349|B112|B9|B116|B58|B69|B346|B56|B36|B35|B82|B113|B90|B1|B127|B88|B5|B78|B118|B6|B122|B12|B119|B21|B121|B345|B44|B29|B348|B39|B125|B62|B94|B75|B77|B92
G54_38_53,B561|B904|B499|B657|B687|B50|B477|B882|B710|B773|B510|B884|B563|B1283|B442|B519|B560|B522|B527|B491|B1282|B796|B467|B1279|B799|B444|B606|B398|B800|B557|B509|B12|B658|B480|B21|B479|B456|B476|B431|B792|B436|B630|B762|B433|B781|B400
G65_63_64,B561|B1602|B1605|B499|B687|B1593|B1594|B608|B2029|B50|B477|B1588|B773|B510|B1601|B1607|B563|B442|B1617|B1603|B519|B560|B1580|B522|B527|B605|B491|B467|B444|B606|B557|B509|B12|B480|B479|B456|B476|B431|B686|B436|B630|B762|B433|B781
G91_79_90,B561|B1955|B1796|B1715|B858|B1732|B904|B499|B657|B687|B949|B1958|B608|B50|B477|B894|B944|B945|B866|B947|B1720|B882|B893|B888|B946|B1855|B938|B710|B773|B510|B1707|B884|B563|B1283|B854|B836|B987|B835|B442|B940|B911|B855|B519|B860|B856|B560|B1766|B889|B859|B857|B522|B527|B605|B491|B1282|B1704|B467|B1719|B937|B1279|B647|B444|B606|B398|B645|B913|B557|B509|B12|B658|B820|B1705|B951|B480|B21|B479|B456|B476|B1728|B939|B1709|B431|B865|B686|B1731|B2023|B436|B630|B762|B433|B781|B910|B400|B919
XP026694849.1_7719_92,B561|B1732|B904|B499|B657|B687|B608|B50|B477|B944|B866|B947|B882|B1855|B938|B710|B773|B510|B884|B563|B442|B1852|B940|B519|B560|B859|B857|B522|B605|B491|B467|B937|B647|B444|B606|B645|B557|B509|B12|B658|B951|B480|B21|B479|B456|B476|B1851|B1709|B431|B686|B1731|B436|B630|B433|B781|B919
G107_105_106,B561|B598|B1289|B450|B411|B499|B657|B388|B383|B608|B384|B50|B477|B703|B594|B402|B592|B710|B1725|B510|B563|B389|B495|B662|B442|B471|B519|B1863|B560|B636|B522|B527|B605|B491|B569|B650|B467|B647|B444|B649|B606|B398|B645|B497|B667|B410|B668|B409|B557|B509|B658|B480|B21|B479|B456|B476|B583|B431|B1288|B392|B611|B1697|B585|B436|B403|B630|B433|B1861|B407|B547|B400
XP017213499.1_7955_108,B561|B598|B1289|B450|B499|B657|B388|B383|B50|B477|B594|B402|B592|B510|B563|B389|B495|B662|B442|B471|B519|B1863|B560|B522|B527|B491|B569|B650|B467|B444|B398|B497|B667|B1952|B668|B557|B509|B658|B480|B21|B479|B456|B476|B583|B431|B1288|B611|B1697|B585|B436|B403|B630|B433|B407|B547|B400|B919
G118_116_117,B561|B1289|B450|B499|B657|B388|B687|B608|B50|B477|B703|B882|B594|B402|B592|B710|B510|B884|B1486|B563|B389|B1283|B495|B662|B442|B471|B519|B1863|B560|B636|B679|B522|B527|B605|B491|B1282|B569|B650|B467|B647|B444|B649|B1865|B645|B497|B667|B1952|B668|B409|B557|B509|B658|B480|B21|B479|B456|B476|B583|B681|B431|B1288|B686|B680|B1697|B585|B695|B436|B403|B630|B692|B433|B547|B400|B919
NP001116746.1_7955_119,B561|B450|B499|B657|B388|B608|B50|B477|B594|B402|B592|B510|B563|B495|B662|B442|B471|B519|B560|B636|B679|B522|B527|B605|B491|B569|B650|B467|B647|B444|B649|B606|B645|B497|B667|B668|B409|B557|B509|B658|B480|B21|B479|B456|B476|B583|B681|B431|B585|B695|B436|B403|B630|B433|B547|B400
G130_128_129,B561|B2247|B2271|B1735|B2243|B657|B2258|B2220|B2428|B687|B2266|B2235|B2263|B882|B594|B2239|B2230|B592|B710|B1068|B510|B884|B563|B2224|B519|B2260|B2040|B2259|B2363|B560|B522|B527|B2219|B2242|B1865|B2355|B2264|B557|B509|B658|B2246|B2245|B2175|B583|B2365|B2358|B2234|B2272|B686|B2244|B630|B2221|B547
XP004917291.1_8364_131,B561|B2247|B2271|B1735|B2243|B2220|B687|B2266|B2263|B882|B594|B2230|B592|B710|B1068|B2469|B510|B884|B563|B2224|B519|B2260|B2259|B560|B522|B527|B2219|B2242|B2355|B557|B509|B2246|B2245|B2175|B583|B2365|B2358|B686|B2244|B630|B2221|B547
G145_143_144,B561|B1796|B1289|B1456|B2026|B1331|B499|B1248|B657|B1272|B1250|B1333|B50|B1460|B477|B1993|B882|B1810|B594|B1304|B592|B510|B1271|B1305|B884|B563|B1293|B1283|B1765|B1332|B442|B1312|B911|B519|B1269|B1251|B1264|B560|B1317|B1766|B1799|B1306|B522|B527|B605|B491|B1282|B1811|B467|B1279|B647|B444|B606|B1315|B645|B1307|B509|B658|B480|B21|B479|B456|B476|B583|B431|B1288|B1808|B686|B1328|B1316|B585|B1247|B436|B630|B692|B762|B433|B910|B547|B1330
XP017946319.2_8364_146,B561|B2026|B1331|B499|B1272|B687|B1333|B50|B477|B1993|B882|B1810|B594|B592|B510|B1271|B884|B563|B1429|B1283|B1332|B442|B1312|B519|B1269|B1886|B1251|B1264|B2040|B560|B522|B527|B605|B491|B1282|B1811|B467|B1279|B444|B606|B1315|B1874|B509|B480|B21|B479|B456|B476|B583|B431|B1808|B686|B585|B436|B692|B762|B433|B547
G156_154_155,B1818|B1923|B561|B1289|B1431|B1921|B1456|B1331|B499|B1449|B657|B1272|B687|B1434|B1333|B1447|B50|B1460|B477|B882|B1810|B594|B1304|B592|B710|B510|B1271|B1305|B884|B563|B1429|B1293|B1283|B1765|B1332|B442|B1312|B911|B519|B1269|B560|B1317|B1766|B1306|B522|B527|B605|B491|B1282|B1811|B467|B1279|B647|B444|B1924|B606|B1315|B645|B1307|B1432|B509|B658|B480|B21|B479|B456|B1452|B476|B583|B1995|B431|B1288|B1808|B686|B1328|B1316|B1820|B585|B1464|B436|B630|B692|B762|B433|B910|B547|B919
XP002933006.3_8364_157,B561|B1456|B1331|B499|B657|B1272|B687|B1333|B50|B1460|B477|B1993|B882|B1810|B594|B592|B510|B1271|B884|B563|B1429|B1283|B1332|B442|B519|B1269|B560|B1306|B522|B527|B605|B491|B1282|B1811|B467|B1279|B444|B606|B509|B658|B480|B21|B479|B456|B476|B583|B431|B1808|B686|B1328|B585|B1464|B436|B630|B692|B762|B433|B547|B919
G169_167_168,B561|B1044|B499|B1092|B1035|B687|B1752|B1090|B608|B50|B1007|B477|B1027|B1096|B882|B594|B1085|B1115|B592|B710|B1068|B510|B884|B563|B1074|B442|B519|B1073|B560|B522|B527|B1036|B605|B491|B1087|B1033|B1075|B1082|B467|B1031|B1063|B1067|B444|B606|B497|B1030|B557|B509|B1095|B1106|B12|B21|B479|B456|B1751|B476|B1174|B583|B1100|B431|B1043|B686|B585|B1062|B1022|B436|B630|B692|B1112|B1045|B433|B547
NP001179415.2_9913_170,B561|B1044|B499|B1092|B657|B1035|B1752|B1090|B50|B1007|B477|B1027|B882|B594|B1085|B592|B1068|B510|B884|B563|B1074|B442|B519|B1073|B560|B522|B527|B1036|B491|B1087|B1033|B1075|B1082|B467|B1031|B1063|B647|B1067|B444|B645|B497|B1746|B1030|B557|B509|B1095|B12|B658|B21|B479|B456|B1751|B476|B583|B1100|B431|B1043|B1748|B585|B1062|B1022|B436|B630|B1045|B433|B547
NP742050.2_10090_178,B561|B1013|B1044|B1018|B499|B657|B1035|B50|B1007|B477|B1027|B1025|B882|B594|B592|B710|B1068|B1012|B510|B884|B563|B1057|B442|B519|B560|B522|B527|B1036|B491|B1033|B467|B1031|B1063|B1067|B444|B497|B1004|B1030|B557|B509|B12|B658|B21|B1005|B479|B456|B476|B1003|B583|B431|B1043|B585|B1062|B1022|B436|B630|B1045|B433|B547
NP620687.2_9606_179,B561|B1013|B1044|B1018|B499|B657|B1035|B50|B1007|B477|B1027|B1025|B594|B592|B710|B1068|B1012|B1725|B510|B563|B1057|B442|B519|B560|B636|B1893|B522|B527|B1036|B491|B1033|B467|B1031|B1063|B1067|B444|B497|B1004|B1030|B557|B509|B12|B658|B21|B1005|B479|B456|B476|B1003|B583|B431|B1043|B1894|B585|B1062|B1022|B436|B630|B1045|B433|B547
G217_215_216,B561|B2130|B1732|B2163|B2155|B657|B2173|B1188|B2168|B2153|B882|B594|B592|B710|B1068|B510|B884|B563|B1312|B2145|B519|B2174|B560|B2353|B527|B2160|B2165|B2156|B2180|B2203|B2151|B647|B2132|B2139|B645|B2140|B557|B509|B658|B2124|B2210|B2175|B583|B2147|B2199|B2200|B585|B630|B2201|B2172|B547
XP025009773.2_9031_218,B561|B2130|B1732|B2163|B2155|B657|B2173|B1188|B2168|B2153|B594|B592|B710|B1068|B510|B563|B2145|B519|B2174|B560|B2353|B522|B527|B2160|B2165|B2156|B2180|B2203|B2151|B647|B2132|B2139|B645|B2140|B557|B509|B658|B2124|B2210|B2175|B583|B2147|B2199|B2200|B585|B630|B2201|B2172|B547
G228_226_227,B561|B1732|B2211|B657|B2173|B2182|B2181|B1188|B2193|B2183|B2419|B2168|B2153|B594|B592|B710|B1068|B2195|B510|B2188|B563|B2194|B2174|B560|B522|B527|B2422|B2165|B2203|B2417|B647|B2139|B645|B2189|B2418|B557|B509|B658|B2210|B2175|B583|B2185|B2421|B2199|B2420|B2196|B2200|B585|B630|B2201|B2172|B547|B2208
NP001288634.1_10090_229,B561|B1732|B2211|B657|B2173|B2182|B2181|B1188|B2193|B2183|B2168|B2153|B594|B592|B710|B1068|B2195|B510|B2188|B563|B2194|B2174|B560|B522|B527|B2165|B2203|B647|B2139|B645|B2189|B557|B509|B658|B2210|B2175|B583|B2185|B2199|B2196|B2200|B585|B630|B2201|B2172|B547|B2208
NP084257.1_10090_240,B2310|B561|B2323|B2306|B1384|B1738|B882|B2299|B2313|B2305|B1068|B510|B884|B563|B2304|B2312|B1765|B2314|B519|B2316|B2317|B2294|B560|B1766|B2296|B2321|B2301|B2298|B522|B527|B2320|B2309|B2324|B2291|B509|B2311|B1859|B2175|B583|B1995|B1860|B2307|B585|B2295|B2297|B630|B2318|B1176|B2322
XP011517543.2_9606_241,B2310|B561|B657|B2306|B2382|B2299|B2313|B2383|B2305|B1068|B563|B2304|B2312|B2385|B993|B2314|B2301|B2298|B2309|B647|B645|B2324|B2291|B658|B2311|B2175|B583|B2307|B1820|B585|B2297|B630
G256_254_255,B2090|B561|B1796|B1289|B2083|B2084|B2334|B2071|B2055|B657|B2092|B687|B2048|B2049|B2070|B894|B2045|B2330|B1156|B2091|B2060|B2076|B2056|B882|B2082|B2338|B2343|B510|B884|B2332|B563|B1283|B2074|B1765|B1312|B519|B1863|B2063|B2047|B2075|B2335|B2052|B560|B1766|B2077|B2058|B2337|B522|B527|B1282|B2396|B2061|B2079|B2042|B2064|B2391|B1279|B647|B2331|B1315|B645|B2073|B2089|B2072|B2054|B557|B509|B658|B2093|B2081|B1728|B2395|B686|B2394|B2085|B1697|B2078|B2023|B2087|B2067|B630|B2393|B2080|B2068|B2059|B2339|B2118|B919|B2069
XP024838113.1_9913_257,B561|B1289|B2083|B2084|B2071|B2055|B1732|B657|B2092|B2326|B687|B2048|B608|B2049|B2070|B2045|B1156|B2091|B2076|B2056|B882|B2082|B510|B884|B563|B1283|B2074|B519|B2102|B1287|B2047|B2075|B2052|B560|B2077|B2058|B522|B527|B605|B1282|B2396|B2079|B2042|B2391|B1279|B606|B2073|B1845|B2072|B2054|B557|B509|B658|B2093|B2081|B1728|B2395|B1288|B686|B1731|B2394|B2085|B1697|B2078|B2087|B630|B2393|B2080|B2118
XP006538438.1_10090_265,B561|B2105|B2114|B2055|B2098|B2115|B1732|B657|B2107|B2092|B687|B2048|B608|B2049|B2113|B2110|B1156|B2056|B2119|B882|B2106|B2109|B510|B2112|B884|B563|B1312|B519|B2063|B2102|B2047|B2052|B560|B2058|B2117|B522|B527|B2104|B605|B2108|B2061|B2096|B606|B1315|B557|B509|B658|B2100|B2093|B1728|B686|B1731|B2111|B2067|B630|B2068|B2118
XP011516365.1_9606_266,B561|B2408|B2406|B2401|B2334|B2055|B2407|B2098|B2115|B2340|B2403|B2405|B657|B2092|B2048|B2049|B894|B2330|B1156|B2056|B2119|B882|B2338|B710|B2343|B510|B884|B2332|B563|B2404|B987|B519|B1863|B2402|B2047|B2335|B2052|B560|B2117|B2337|B2411|B522|B527|B2400|B2331|B557|B509|B658|B2100|B2093|B2328|B2414|B2336|B2341|B2409|B2412|B2410|B630|B2344|B2339|B2118|B919
XP011241828.1_10090_277,B561|B2283|B2285|B2280|B594|B2275|B592|B510|B563|B2290|B2288|B519|B560|B522|B527|B2286|B557|B509|B583|B2276|B585|B2289|B781|B547
XP011526263.1_9606_278,B561|B2283|B2285|B2280|B594|B2275|B592|B510|B563|B2290|B2288|B519|B2434|B560|B522|B527|B2286|B557|B509|B583|B2276|B585|B2289|B781|B547
NP001257925.1_10090_389,B41|B287|B70|B272|B85|B283|B301|B319|B50|B300|B112|B324|B318|B294|B282|B321|B275|B322|B306|B58|B276|B69|B268|B270|B82|B113|B293|B88|B5|B284|B78|B304|B12|B271|B21|B274|B313|B39|B323|B317|B278|B62|B94|B285|B75|B280|B77|B291
XP016869431.1_9606_390,B41|B287|B70|B272|B85|B283|B301|B319|B50|B300|B353|B112|B324|B318|B294|B282|B321|B275|B322|B306|B58|B276|B352|B69|B268|B270|B82|B113|B293|B88|B5|B284|B78|B304|B12|B271|B21|B274|B313|B39|B323|B317|B278|B62|B94|B285|B75|B280|B77|B291
NP003465.3_9606_413,B41|B70|B2|B325|B126|B85|B124|B347|B43|B50|B123|B349|B112|B9|B116|B58|B69|B346|B56|B36|B35|B82|B113|B90|B1|B127|B88|B5|B78|B118|B6|B122|B12|B119|B21|B121|B345|B44|B29|B348|B39|B125|B62|B94|B75|B77|B92
NP001001156.1_9913_414,B41|B70|B2|B325|B126|B85|B124|B347|B43|B50|B123|B349|B112|B9|B116|B58|B69|B346|B56|B36|B35|B82|B113|B90|B1|B127|B88|B5|B78|B118|B6|B122|B12|B119|B21|B121|B345|B44|B29|B348|B39|B125|B62|B94|B75|B77|B92
G38_20_37,B561|B904|B499|B1671|B50|B477|B882|B710|B773|B1547|B510|B884|B563|B1831|B1561|B442|B519|B560|B522|B527|B491|B1282|B796|B467|B1279|B799|B444|B606|B398|B800|B557|B509|B12|B658|B480|B21|B479|B456|B476|B431|B792|B436|B630|B762|B433|B781|B400
G53_47_52,B561|B1741|B793|B499|B657|B687|B50|B477|B882|B710|B773|B510|B884|B563|B1283|B442|B519|B817|B560|B522|B527|B491|B1282|B796|B467|B1279|B799|B444|B398|B800|B557|B509|B12|B658|B480|B21|B479|B456|B476|B431|B792|B810|B803|B436|B630|B762|B433|B781|B400
G63_61_62,B561|B1602|B1605|B499|B657|B1593|B1594|B608|B2029|B50|B477|B1588|B773|B510|B1601|B1607|B563|B1578|B442|B1617|B1603|B519|B560|B1580|B522|B527|B605|B467|B444|B606|B557|B509|B12|B658|B480|B479|B456|B476|B431|B1608|B436|B630|B762|B433|B781
NP001289160.1_7955_64,B561|B1602|B1605|B499|B687|B1593|B1594|B50|B477|B1588|B773|B510|B1601|B1607|B563|B442|B1617|B1603|B519|B560|B1580|B522|B527|B491|B467|B444|B557|B509|B12|B480|B479|B456|B476|B431|B686|B436|B762|B433|B781
G79_77_78,B561|B1955|B1289|B1715|B858|B1732|B904|B499|B657|B687|B949|B1958|B608|B50|B477|B894|B944|B945|B866|B947|B1720|B882|B893|B888|B946|B938|B710|B773|B1725|B510|B1707|B884|B563|B1283|B854|B836|B987|B835|B442|B940|B911|B855|B519|B860|B856|B560|B889|B859|B857|B522|B527|B605|B491|B1282|B1704|B467|B1719|B1279|B647|B444|B606|B1315|B398|B645|B913|B557|B509|B12|B658|B820|B1705|B951|B480|B21|B479|B456|B476|B1728|B939|B1709|B431|B1288|B865|B686|B1731|B1697|B964|B436|B630|B762|B433|B781|B910|B400|B919
G90_88_89,B561|B1796|B1715|B858|B1732|B904|B499|B657|B687|B949|B1958|B608|B50|B477|B894|B944|B1738|B945|B866|B947|B882|B893|B888|B946|B1855|B938|B710|B773|B510|B1707|B884|B563|B871|B1283|B854|B836|B987|B835|B442|B940|B911|B855|B519|B860|B856|B560|B1766|B889|B859|B857|B522|B527|B605|B491|B1282|B1704|B467|B937|B1279|B647|B444|B606|B398|B645|B913|B557|B509|B12|B658|B820|B1705|B951|B480|B21|B479|B456|B476|B1728|B939|B1709|B431|B865|B686|B1731|B2023|B436|B630|B762|B433|B781|B910|B400|B919
G105_103_104,B561|B598|B1289|B450|B411|B499|B657|B388|B383|B608|B384|B50|B477|B594|B402|B592|B510|B563|B389|B495|B662|B442|B471|B519|B1863|B560|B636|B522|B527|B605|B491|B569|B650|B467|B647|B444|B649|B606|B398|B645|B497|B667|B410|B668|B409|B557|B509|B658|B480|B21|B479|B456|B476|B583|B431|B1288|B392|B611|B1697|B585|B412|B634|B436|B403|B630|B433|B1861|B407|B547|B400
XP002934253.2_8364_106,B561|B598|B450|B411|B499|B657|B388|B383|B384|B50|B477|B703|B594|B402|B592|B710|B1725|B510|B563|B389|B495|B662|B442|B471|B519|B560|B522|B527|B491|B569|B467|B444|B398|B497|B667|B410|B668|B409|B557|B509|B658|B480|B21|B479|B456|B476|B583|B431|B392|B585|B436|B403|B630|B433|B1861|B407|B547|B400
G116_114_115,B561|B1289|B450|B499|B657|B388|B687|B608|B50|B477|B703|B594|B402|B592|B710|B510|B563|B389|B1283|B495|B662|B442|B471|B519|B560|B636|B679|B522|B527|B605|B491|B1282|B569|B650|B467|B1279|B647|B444|B649|B1865|B645|B497|B667|B668|B409|B557|B509|B658|B480|B21|B479|B456|B476|B685|B583|B681|B431|B1288|B686|B680|B1697|B585|B695|B436|B403|B630|B692|B433|B547|B400
XP004911053.2_8364_117,B561|B450|B499|B388|B50|B477|B882|B594|B402|B592|B510|B884|B1486|B563|B389|B495|B662|B442|B471|B519|B1863|B560|B679|B522|B527|B491|B569|B467|B647|B444|B645|B497|B667|B1952|B668|B409|B557|B509|B480|B21|B479|B456|B476|B583|B681|B431|B680|B585|B695|B436|B403|B630|B433|B547|B400|B919
G128_126_127,B561|B2223|B2247|B2271|B2233|B1735|B2265|B2243|B657|B2258|B2220|B2428|B2253|B687|B2266|B2235|B2222|B2263|B882|B594|B2239|B2230|B2214|B592|B2268|B710|B1068|B2257|B510|B884|B563|B2241|B2224|B519|B2260|B2040|B2259|B560|B2240|B522|B2255|B527|B2251|B2228|B2219|B2242|B2264|B557|B509|B658|B2246|B2245|B2175|B583|B2234|B2272|B686|B2254|B2244|B2232|B630|B2252|B2221|B547
XP004941721.2_9031_129,B561|B2247|B2271|B1735|B2243|B2220|B687|B2266|B2235|B2263|B882|B594|B2239|B2230|B592|B1068|B510|B884|B563|B2224|B519|B2260|B2259|B2363|B560|B522|B527|B2219|B2242|B1865|B2355|B2264|B557|B509|B2246|B2245|B2175|B583|B2365|B2358|B2234|B2272|B686|B2244|B630|B2221|B547
G143_141_142,B561|B1289|B1456|B1298|B2026|B1331|B499|B1248|B657|B1262|B1272|B687|B1250|B1333|B50|B1460|B477|B1249|B1993|B882|B1810|B594|B1304|B592|B510|B1271|B1305|B884|B1320|B563|B1293|B1283|B1332|B442|B1312|B911|B1296|B519|B1287|B1269|B1251|B1264|B560|B1317|B1799|B1306|B522|B1290|B527|B605|B491|B1282|B1286|B1811|B467|B1299|B1253|B1279|B1300|B647|B444|B606|B1315|B645|B1260|B1307|B509|B658|B480|B21|B479|B456|B476|B583|B431|B1288|B1808|B1291|B686|B1328|B1316|B1325|B1336|B585|B1245|B1297|B1247|B436|B630|B692|B762|B433|B910|B547|B1330
XP003643023.3_9031_144,B561|B1796|B1456|B1331|B499|B1248|B1272|B1250|B1333|B50|B1460|B477|B882|B594|B592|B510|B1271|B884|B563|B1765|B1332|B442|B1312|B911|B519|B1269|B1251|B1264|B560|B1766|B1799|B522|B527|B491|B467|B647|B444|B1315|B645|B509|B480|B21|B479|B456|B476|B583|B431|B1328|B585|B1247|B436|B630|B762|B433|B910|B547|B1330
G154_152_153,B1818|B1923|B561|B1289|B1431|B1921|B1331|B499|B1449|B657|B1272|B1434|B1333|B1447|B1450|B50|B1460|B477|B882|B594|B1304|B592|B710|B510|B1271|B1305|B884|B563|B1429|B1293|B1283|B1454|B1765|B1332|B442|B1444|B1312|B911|B519|B1436|B1287|B1269|B1426|B1470|B1317|B1766|B1306|B522|B1290|B527|B491|B1282|B1286|B467|B1279|B647|B444|B1924|B1453|B1315|B645|B1455|B1307|B1432|B509|B658|B1443|B480|B21|B479|B456|B1452|B1433|B476|B583|B1995|B431|B1288|B1328|B1316|B1820|B1451|B585|B1464|B436|B630|B762|B433|B1435|B910|B547|B1430|B919
XP003641878.3_9031_155,B1818|B561|B1456|B1331|B499|B1449|B657|B1272|B687|B1434|B1333|B1447|B50|B1460|B477|B882|B1810|B594|B1304|B592|B710|B510|B1271|B1305|B884|B563|B1429|B1293|B1332|B442|B911|B519|B1269|B560|B1306|B522|B527|B605|B491|B1811|B467|B444|B606|B1432|B509|B658|B480|B21|B479|B456|B1452|B476|B583|B431|B1808|B686|B1328|B1820|B585|B436|B630|B692|B762|B433|B910|B547
XP006530858.1_10090_167,B561|B1044|B499|B1092|B1035|B687|B1090|B608|B50|B1007|B477|B1027|B1096|B882|B594|B1085|B1115|B592|B1068|B510|B884|B563|B1074|B442|B519|B1073|B560|B522|B527|B1036|B605|B491|B1087|B1033|B1075|B1082|B467|B1031|B1063|B1067|B444|B606|B497|B1030|B557|B509|B1095|B1106|B12|B21|B479|B456|B476|B583|B1100|B431|B1043|B686|B585|B1062|B1022|B436|B630|B692|B1112|B1045|B433|B547
NP955387.1_9606_168,B561|B1044|B499|B1092|B1035|B687|B1752|B1090|B50|B1007|B477|B1027|B1096|B882|B594|B1085|B1115|B592|B710|B1068|B510|B884|B563|B1074|B442|B519|B1073|B560|B522|B527|B1036|B491|B1087|B1033|B1075|B1082|B467|B1031|B1063|B1067|B444|B497|B1030|B557|B509|B1095|B1106|B12|B21|B479|B456|B1751|B476|B1174|B583|B1100|B431|B1043|B686|B585|B1062|B1022|B436|B630|B1112|B1045|B433|B547
G215_213_214,B561|B2130|B1732|B2163|B2155|B2134|B657|B2173|B1188|B2168|B2153|B882|B594|B592|B710|B1068|B510|B884|B563|B1312|B2145|B519|B2174|B560|B2353|B522|B527|B2160|B2165|B2156|B2180|B2158|B2203|B2151|B647|B2132|B1315|B2139|B645|B2140|B2143|B557|B509|B658|B2124|B2159|B2210|B2142|B2175|B583|B2147|B2199|B2200|B585|B630|B2201|B2172|B547
NP001071498.1_9913_216,B561|B2155|B2153|B594|B592|B563|B2151|B583|B2147|B585
XP011507946.1_9606_226,B561|B1732|B2211|B657|B2173|B2182|B2181|B1188|B2193|B2183|B2419|B2168|B2153|B594|B592|B710|B1068|B2195|B510|B2188|B563|B2194|B2174|B560|B522|B527|B2422|B2165|B2203|B2417|B647|B2139|B645|B2189|B2418|B557|B509|B658|B2210|B2175|B583|B2185|B2421|B2199|B2420|B2196|B2200|B585|B630|B2201|B2172|B547|B2208
NP001094531.1_9913_227,B561|B1732|B2211|B657|B2173|B2182|B2181|B1188|B2193|B2183|B2419|B2168|B2153|B594|B592|B710|B1068|B2195|B510|B2188|B563|B2194|B2174|B560|B522|B527|B2422|B2165|B2203|B2417|B647|B2139|B645|B2189|B2418|B557|B509|B658|B2210|B2175|B583|B2185|B2421|B2199|B2420|B2196|B2200|B585|B630|B2201|B2172|B547|B2208
NP001177303.1_10090_254,B2090|B561|B1796|B1289|B2083|B2084|B2071|B2055|B2092|B687|B2048|B2049|B2070|B2045|B1156|B2091|B2060|B2076|B2056|B882|B2082|B510|B884|B563|B1283|B2074|B1765|B1312|B519|B2063|B2047|B2075|B2052|B560|B1766|B2077|B2058|B522|B527|B1282|B2061|B2079|B2042|B2064|B1279|B1315|B2073|B2089|B2072|B2054|B557|B509|B2093|B2081|B1728|B686|B2085|B1697|B2078|B2087|B2067|B630|B2080|B2068|B2059|B2069
XP011520124.1_9606_255,B561|B2334|B2055|B657|B2092|B2048|B2049|B894|B2045|B2330|B1156|B2091|B2056|B882|B2338|B2343|B510|B884|B2332|B563|B1283|B519|B1863|B2047|B2335|B2052|B560|B2337|B522|B527|B1282|B2396|B2042|B2391|B1279|B647|B2331|B645|B2054|B557|B509|B658|B2093|B2395|B2394|B2023|B630|B2393|B2339|B2118|B919
G20_10_19,B561|B904|B499|B1671|B50|B477|B773|B1547|B510|B884|B563|B1831|B1561|B442|B519|B560|B522|B527|B491|B1282|B796|B467|B1279|B799|B444|B606|B398|B557|B509|B12|B658|B480|B21|B479|B456|B476|B431|B792|B436|B630|B762|B433|B781|B400
G37_29_36,B561|B499|B1671|B50|B477|B882|B1556|B710|B773|B1547|B510|B884|B563|B1831|B1561|B442|B519|B560|B522|B527|B491|B796|B2005|B467|B799|B444|B398|B1558|B800|B557|B1563|B509|B12|B658|B480|B21|B479|B456|B476|B431|B792|B436|B630|B433|B781|B400
G47_45_46,B561|B1741|B793|B499|B657|B687|B50|B714|B477|B882|B710|B773|B510|B884|B563|B1283|B442|B519|B817|B560|B522|B527|B491|B1282|B796|B467|B1868|B1279|B799|B444|B398|B800|B557|B509|B12|B658|B480|B21|B479|B456|B476|B431|B740|B686|B792|B716|B810|B803|B436|B630|B762|B433|B781|B400
G52_50_51,B561|B1741|B793|B499|B657|B50|B477|B710|B773|B510|B563|B442|B519|B817|B560|B522|B527|B491|B796|B467|B799|B444|B398|B800|B557|B509|B12|B658|B480|B21|B479|B456|B476|B431|B792|B810|B803|B436|B762|B433|B781|B400
G61_59_60,B561|B1602|B1605|B499|B657|B1593|B1594|B608|B2029|B50|B477|B1588|B773|B510|B1601|B1607|B563|B1578|B442|B1617|B1603|B519|B560|B1580|B522|B527|B605|B491|B467|B444|B606|B557|B509|B12|B658|B480|B479|B456|B476|B431|B1608|B436|B762|B433|B781
XP002935740.1_8364_62,B561|B1602|B1605|B499|B1594|B50|B477|B1588|B773|B510|B1601|B1607|B563|B1578|B442|B1617|B1603|B519|B560|B1580|B522|B527|B491|B467|B444|B557|B509|B12|B480|B479|B456|B476|B431|B1608|B436|B630|B762|B433|B781
