gene,leaf,function(s)_win,function(s)_lost,module(s)_win,module(s)_lost
XP018671182.1_7719_342,XP018671182.1_7719_342,,,,
G343_341_342,NP808540.2_10090_309,,,B561|B1377|B50|B882|B1359|B1312|B1381|B1373|B1379|B1371|B1406|B1383|B431,
G343_341_342,NP001179726.1_9913_310,,,B561|B1377|B50|B1359|B1381|B1373|B1379|B1371|B1383|B431,
G343_341_342,NP055058.2_9606_312,,,B561|B1377|B50|B1359|B1381|B1373|B1379|B1371|B1383|B431,
G343_341_342,XP040555677.1_9031_314,,,B561|B1377|B50|B882|B1359|B1312|B1381|B1373|B1379|B1371|B1406|B1383|B431,
G343_341_342,XP012810820.2_8364_316,,,B561|B1377|B50|B882|B1359|B1312|B1381|B1373|B1379|B1371|B1406|B1383|B431,
G343_341_342,XP021331662.1_7955_318,,,B561|B1377|B50|B882|B1359|B1312|B1381|B1373|B1379|B1371|B1406|B1383|B431,
G343_341_342,NP055059.2_9606_320,,,B561|B1377|B50|B882|B1359|B1312|B1381|B1373|B1379|B1371|B1406|B1383|B431,
G343_341_342,NP777056.1_9913_321,,,B561|B1377|B50|B882|B1359|B1312|B1381|B1373|B1379|B1371|B1406|B1383|B431,
G343_341_342,NP783574.1_10090_323,,,B561|B1377|B50|B882|B1359|B1312|B1381|B1373|B1379|B1371|B1406|B1383|B431,
G343_341_342,XP040503121.1_9031_325,,,B561|B1377|B50|B882|B1359|B1312|B1381|B1373|B1379|B1371|B1406|B1383|B431,
G343_341_342,XP012815203.2_8364_327,,,B561|B1377|B50|B882|B1359|B1381|B1373|B1379|B1371|B1406|B1383|B431,
G343_341_342,NP631894.2_9606_330,,,B561|B1377|B50|B882|B1359|B1312|B1381|B1373|B1379|B1371|B1406|B1383|B431,
G343_341_342,XP005226419.1_9913_331,,,B561|B1377|B50|B882|B1359|B1312|B1381|B1373|B1379|B1371|B1406|B1383|B431,
G343_341_342,NP001074596.1_10090_333,,,B561|B1377|B50|B1359|B1381|B1373|B1379|B1371|B1383|B431,
G343_341_342,XP004942102.1_9031_335,,,B561|B1377|B50|B882|B1359|B1312|B1381|B1373|B1379|B1371|B1406|B1383|B431,
G343_341_342,XP031762102.1_8364_337,,,B561|B1377|B50|B882|B1359|B1312|B1381|B1373|B1379|B1371|B1406|B1383|B431,
G343_341_342,XP017214092.1_7955_339,,,B561|B1377|B50|B882|B1359|B1312|B1381|B1373|B1379|B1371|B1406|B1383|B431,
G343_341_342,XP018671182.1_7719_342,,,B561|B1377|B50|B882|B1359|B1312|B1381|B1373|B1379|B1371|B1406|B1383|B431,
G344_308_343,NP008919.3_9606_0,,,B499|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B509|B21|B456|B630|B433,
G344_308_343,NP001094550.1_9913_1,,,B499|B510|B563|B519|B560|B522|B527|B491|B467|B444|B509|B21|B456|B630|B433,
G344_308_343,NP033751.3_10090_3,,,B499|B510|B563|B519|B560|B522|B527|B605|B491|B467|B444|B606|B509|B21|B456|B630|B433,
G344_308_343,XP015154663.2_9031_5,,,B499|B657|B510|B563|B519|B560|B522|B527|B491|B467|B444|B509|B658|B21|B456|B630|B433,
G344_308_343,NP001120905.1_8364_7,,,B499|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B509|B21|B456|B630|B433,
G344_308_343,XP021331598.1_7955_9,,,B499|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B509|B21|B456|B630|B433,
G344_308_343,NP005090.3_9606_11,,,B499|B510|B563|B519|B560|B522|B527|B491|B467|B444|B509|B456|B433,
G344_308_343,NP858053.1_9913_12,,,B499|B510|B563|B519|B560|B522|B527|B491|B467|B444|B509|B456|B433,
G344_308_343,NP766433.2_10090_14,,,B499|B510|B563|B519|B560|B522|B527|B491|B467|B444|B509|B456|B433,
G344_308_343,XP015135540.3_9031_16,,,B499|B510|B563|B519|B560|B522|B527|B491|B467|B444|B509|B456|B433,
G344_308_343,XP004919795.1_8364_18,,,B499|B510|B563|B519|B560|B522|B527|B491|B467|B444|B509|B456|B433,
G344_308_343,NP038934.2_10090_21,,,B499|B510|B563|B519|B560|B522|B527|B491|B467|B444|B509|B21|B456|B630|B433,
G344_308_343,NP008968.4_9606_22,,,B499|B510|B563|B519|B560|B522|B527|B491|B467|B444|B509|B21|B456|B630|B433,
G344_308_343,NP001179254.1_9913_24,,,B499|B510|B563|B519|B560|B522|B527|B491|B467|B444|B509|B21|B456|B630|B433,
G344_308_343,XP015153616.2_9031_26,,,B499|B510|B563|B519|B560|B522|B527|B491|B467|B444|B509|B456|B630|B433,
G344_308_343,XP002940685.2_8364_28,,,B499|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B509|B456|B630|B433,
G344_308_343,XP021328605.1_7955_30,,,B499|B657|B510|B563|B519|B560|B522|B527|B491|B467|B444|B509|B658|B21|B456|B630|B433,
G344_308_343,XP001341878.1_7955_31,,,B499|B657|B510|B563|B519|B560|B522|B527|B491|B467|B444|B509|B658|B21|B456|B630|B433,
G344_308_343,XP698107.4_7955_33,,,B499|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B509|B21|B456|B630|B433,
G344_308_343,XP021332165.1_7955_34,,,B499|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B509|B21|B456|B630|B433,
G344_308_343,NP001019310.1_10090_39,,,B499|B657|B510|B563|B519|B560|B522|B527|B491|B467|B444|B509|B658|B21|B456|B630|B433,
G344_308_343,NP620686.1_9606_40,,,B499|B510|B563|B519|B560|B522|B527|B491|B467|B444|B509|B21|B456|B630|B433,
G344_308_343,NP001179319.1_9913_42,,,B499|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B509|B21|B456|B630|B433,
G344_308_343,XP417874.2_9031_44,,,B499|B510|B563|B519|B560|B522|B527|B491|B467|B444|B509|B21|B456|B630|B433,
G344_308_343,XP012822382.1_8364_46,,,B499|B510|B563|B519|B560|B522|B527|B491|B467|B444|B509|B21|B456|B630|B433,
G344_308_343,XP021328606.1_7955_48,,,B499|B657|B510|B563|B519|B560|B522|B527|B491|B467|B444|B509|B658|B21|B456|B630|B433,
G344_308_343,XP001341935.2_7955_49,,,B499|B657|B510|B563|B519|B560|B522|B527|B491|B467|B444|B509|B658|B21|B456|B630|B433,
G344_308_343,NP001119901.1_7955_51,,,B499|B657|B510|B563|B519|B560|B522|B527|B491|B467|B444|B509|B658|B21|B456|B433,
G344_308_343,NP035912.2_10090_55,,,B499|B510|B563|B519|B560|B522|B527|B605|B491|B467|B444|B606|B509|B456|B433,
G344_308_343,NP008969.2_9606_56,,,B499|B510|B563|B519|B560|B522|B527|B491|B467|B444|B509|B456|B433,
G344_308_343,NP001159987.1_9913_58,,,B499|B657|B510|B563|B519|B560|B522|B527|B491|B467|B444|B509|B658|B456|B433,
G344_308_343,XP425541.6_9031_60,,,B499|B657|B510|B563|B519|B560|B522|B527|B491|B467|B444|B509|B658|B456|B433,
G344_308_343,XP002935740.1_8364_62,,,B499|B510|B563|B519|B560|B522|B527|B491|B467|B444|B509|B456|B630|B433,
G344_308_343,NP001289160.1_7955_64,,,B499|B510|B563|B519|B560|B522|B527|B491|B467|B444|B509|B456|B433,
G344_308_343,XP002121984.1_7719_67,,,B499|B657|B510|B563|B519|B560|B522|B491|B467|B444|B509|B658|B456|B433,
G344_308_343,NP780523.3_10090_69,,,B499|B657|B510|B884|B563|B519|B560|B522|B527|B605|B491|B467|B444|B606|B509|B658|B21|B456|B630|B433,
G344_308_343,NP891550.1_9606_70,,,B499|B657|B510|B884|B563|B519|B560|B522|B527|B605|B491|B467|B444|B606|B645|B509|B658|B21|B456|B630|B433,
G344_308_343,NP001193502.1_9913_72,,,B499|B657|B510|B884|B563|B519|B560|B522|B527|B605|B491|B467|B444|B606|B645|B509|B658|B21|B456|B630|B433,
G344_308_343,XP004944721.3_9031_74,,,B499|B657|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B509|B658|B21|B456|B630|B433,
G344_308_343,NP001361725.1_8364_76,,,B499|B657|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B509|B658|B21|B456|B630|B433,
G344_308_343,NP001244125.1_7955_78,,,B499|B657|B510|B563|B519|B560|B522|B527|B491|B467|B444|B509|B658|B21|B456|B630|B433,
G344_308_343,XP011537056.1_9606_80,,,B499|B657|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B645|B509|B658|B21|B456|B630|B433,
G344_308_343,NP001193022.1_9913_81,,,B499|B657|B510|B884|B563|B519|B560|B522|B527|B605|B491|B467|B444|B606|B645|B509|B658|B21|B456|B630|B433,
G344_308_343,XP006520926.1_10090_83,,,B499|B657|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B645|B509|B658|B21|B456|B630|B433,
G344_308_343,XP015137930.2_9031_85,,,B499|B510|B884|B563|B519|B560|B522|B527|B605|B491|B467|B444|B606|B509|B21|B456|B630|B433,
G344_308_343,XP002932868.3_8364_87,,,B499|B657|B510|B563|B519|B560|B522|B527|B491|B467|B444|B645|B509|B658|B21|B456|B630|B433,
G344_308_343,XP017210006.1_7955_89,,,B499|B657|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B645|B509|B658|B456|B630|B433,
G344_308_343,XP026694849.1_7719_92,,,B499|B657|B510|B884|B563|B519|B560|B522|B605|B491|B467|B444|B606|B645|B509|B658|B21|B456|B630|B433,
G344_308_343,NP001255448.1_6239_94,,,B499|B657|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B645|B509|B658|B456|B630,
G344_308_343,NP996218.1_7227_97,,,B499|B657|B510|B563|B519|B560|B522|B527|B491|B509|B658|B630|B433,
G344_308_343,NP001074489.1_10090_99,,,B499|B657|B510|B563|B519|B560|B522|B527|B605|B491|B467|B444|B606|B645|B509|B658|B21|B456|B630|B433,
G344_308_343,NP922932.2_9606_100,,,B499|B657|B510|B563|B519|B560|B522|B527|B491|B467|B444|B645|B509|B658|B21|B456|B630|B433,
G344_308_343,NP001179945.1_9913_102,,,B499|B657|B510|B563|B519|B560|B522|B527|B491|B467|B444|B645|B509|B658|B21|B456|B630|B433,
G344_308_343,XP025000716.1_9031_104,,,B499|B657|B510|B563|B519|B560|B522|B527|B491|B467|B444|B645|B509|B658|B21|B456|B630|B433,
G344_308_343,XP002934253.2_8364_106,,,B499|B657|B510|B563|B519|B560|B522|B527|B491|B467|B444|B509|B658|B21|B456|B630|B433,
G344_308_343,XP017213499.1_7955_108,,,B499|B657|B510|B563|B519|B560|B522|B527|B491|B467|B444|B509|B658|B21|B456|B630|B433,
G344_308_343,NP112219.3_9606_110,,,B499|B657|B510|B563|B519|B560|B522|B527|B491|B467|B444|B509|B658|B21|B456|B630|B433,
G344_308_343,XP024849927.1_9913_111,,,B499|B510|B563|B519|B560|B522|B527|B491|B467|B444|B509|B21|B456|B433,
G344_308_343,NP766207.2_10090_113,,,B499|B657|B510|B563|B519|B560|B522|B527|B605|B491|B467|B444|B606|B509|B658|B21|B456|B433,
G344_308_343,NP001376576.1_9031_115,,,B499|B657|B510|B563|B519|B560|B522|B527|B491|B467|B444|B645|B509|B658|B21|B456|B630|B433,
G344_308_343,XP004911053.2_8364_117,,,B499|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B645|B509|B21|B456|B630|B433,
G344_308_343,NP001116746.1_7955_119,,,B499|B657|B510|B563|B519|B560|B522|B527|B605|B491|B467|B444|B606|B645|B509|B658|B21|B456|B630|B433,
G344_308_343,XP002127703.2_7719_122,,,B499|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B509|B21|B456|B630|B433,
G344_308_343,NP001352835.1_9606_124,,,B657|B1068|B510|B884|B563|B519|B560|B522|B527|B509|B658,
G344_308_343,XP024853897.1_9913_125,,,B657|B1068|B510|B884|B563|B519|B560|B522|B527|B509|B658,
G344_308_343,NP001192272.1_10090_127,,,B657|B1068|B510|B563|B519|B560|B522|B527|B509|B658|B630,
G344_308_343,XP004941721.2_9031_129,,,B1068|B510|B884|B563|B519|B560|B522|B527|B509|B630,
G344_308_343,XP004917291.1_8364_131,,,B1068|B510|B884|B563|B519|B560|B522|B527|B509|B630,
G344_308_343,XP005169942.1_7955_133,,,B657|B1068|B510|B563|B519|B560|B522|B527|B509|B658|B630,
G344_308_343,XP002121111.1_7719_135,,,B657|B510|B563|B519|B560|B522|B527|B509|B658,
G344_308_343,NP780710.2_10090_139,,,B499|B657|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B509|B658|B21|B456|B630|B433,
G344_308_343,XP016865394.1_9606_140,,,B499|B657|B510|B884|B563|B519|B560|B522|B527|B605|B491|B467|B444|B606|B509|B658|B21|B456|B630|B433,
G344_308_343,NP001179538.1_9913_142,,,B499|B657|B510|B884|B563|B519|B560|B522|B527|B605|B491|B467|B444|B606|B645|B509|B658|B21|B456|B630|B433,
G344_308_343,XP003643023.3_9031_144,,,B499|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B645|B509|B21|B456|B630|B433,
G344_308_343,XP017946319.2_8364_146,,,B499|B510|B884|B563|B519|B560|B522|B527|B605|B491|B467|B444|B606|B509|B21|B456|B433,
G344_308_343,XP021332071.1_7955_148,,,B499|B657|B510|B884|B563|B519|B560|B522|B527|B605|B491|B467|B444|B606|B509|B658|B456|B630|B433,
G344_308_343,XP005254194.1_9606_150,,,B499|B657|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B509|B658|B21|B456|B630|B433,
G344_308_343,XP024837785.1_9913_151,,,B499|B657|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B509|B658|B21|B456|B630|B433,
G344_308_343,NP001313280.1_10090_153,,,B499|B657|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B645|B509|B658|B21|B456|B630|B433,
G344_308_343,XP003641878.3_9031_155,,,B499|B657|B510|B884|B563|B519|B560|B522|B527|B605|B491|B467|B444|B606|B509|B658|B21|B456|B630|B433,
G344_308_343,XP002933006.3_8364_157,,,B499|B657|B510|B884|B563|B519|B560|B522|B527|B605|B491|B467|B444|B606|B509|B658|B21|B456|B630|B433,
G344_308_343,XP021333676.1_7955_159,,,B499|B657|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B645|B509|B658|B21|B456|B630|B433,
G344_308_343,XP002121766.2_7719_162,,,B499|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B509|B21|B456|B630|B433,
G344_308_343,NP572247.2_7227_164,,,B499|B657|B510|B563|B519|B560|B522|B527|B467|B444|B509|B21|B456|B630|B433,
G344_308_343,XP006530858.1_10090_167,,,B499|B1068|B510|B884|B563|B519|B560|B522|B527|B605|B491|B467|B444|B606|B509|B21|B456|B630|B433,
G344_308_343,NP955387.1_9606_168,,,B499|B1068|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B509|B21|B456|B630|B433,
G344_308_343,NP001179415.2_9913_170,,,B499|B657|B1068|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B645|B509|B658|B21|B456|B630|B433,
G344_308_343,XP015148002.3_9031_172,,,B499|B657|B1068|B510|B563|B519|B560|B522|B527|B491|B467|B444|B645|B509|B658|B21|B456|B630|B433,
G344_308_343,XP012817732.1_8364_174,,,B499|B657|B1068|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B509|B658|B21|B456|B630|B433,
G344_308_343,XP009301678.1_7955_176,,,B499|B1068|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B509|B21|B456|B630|B433,
G344_308_343,NP742050.2_10090_178,,,B499|B657|B1068|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B509|B658|B21|B456|B630|B433,
G344_308_343,NP620687.2_9606_179,,,B499|B657|B1068|B510|B563|B519|B560|B522|B527|B491|B467|B444|B509|B658|B21|B456|B630|B433,
G344_308_343,XP024837310.1_9913_181,,,B499|B657|B1068|B510|B563|B519|B560|B522|B527|B491|B467|B444|B509|B658|B21|B456|B630|B433,
G344_308_343,XP031760055.1_8364_183,,,B499|B1068|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B509|B21|B456|B630|B433,
G344_308_343,XP001922446.3_7955_185,,,B499|B1068|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B509|B21|B456|B630|B433,
G344_308_343,XP018673460.1_7719_188,,,B499|B657|B1068|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B645|B509|B658|B21|B456|B630|B433,
G344_308_343,XP016877462.1_9606_191,,,B499|B657|B510|B563|B519|B560|B522|B527|B491|B467|B444|B509|B658|B456|B630,
G344_308_343,XP024838029.1_9913_192,,,B499|B657|B510|B563|B519|B560|B522|B527|B491|B467|B444|B645|B509|B658|B456|B630,
G344_308_343,XP006540908.1_10090_194,,,B499|B657|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B509|B658|B456|B630,
G344_308_343,XP015147746.2_9031_196,,,B499|B657|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B509|B658|B456|B630,
G344_308_343,XP004912721.1_8364_198,,,B499|B657|B510|B563|B519|B560|B522|B527|B491|B467|B444|B509|B658|B456|B630,
G344_308_343,XP021333385.1_7955_200,,,B499|B510|B563|B519|B560|B522|B527|B491|B467|B444|B509|B456|B630,
G344_308_343,XP006525982.1_10090_202,,,B499|B657|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B645|B509|B658|B456|B630,
G344_308_343,NP598377.4_9606_203,,,B499|B657|B510|B563|B519|B560|B522|B527|B491|B467|B444|B509|B658|B456,
G344_308_343,NP001193043.1_9913_205,,,B499|B657|B510|B563|B519|B560|B522|B527|B491|B467|B444|B509|B658|B456,
G344_308_343,XP413968.4_9031_207,,,B499|B657|B510|B563|B519|B560|B522|B527|B491|B467|B444|B645|B509|B658|B456|B630,
G344_308_343,XP031748801.1_8364_209,,,B499|B657|B510|B563|B519|B560|B522|B527|B491|B467|B444|B645|B509|B658|B456|B630,
G344_308_343,NP001035516.2_10090_213,,,B1068|B510|B884|B563|B519|B560|B522|B527|B509|B630,
G344_308_343,NP001381461.1_9606_214,,,B657|B1068|B510|B563|B519|B560|B522|B527|B645|B509|B658|B630,
G344_308_343,NP001071498.1_9913_216,,,B563,
G344_308_343,XP025009773.2_9031_218,,,B657|B1068|B510|B563|B519|B560|B522|B527|B645|B509|B658|B630,
G344_308_343,XP017947904.2_8364_220,,,B657|B1068|B510|B563|B519|B560|B522|B527|B645|B509|B658|B630,
G344_308_343,XP017211532.2_7955_222,,,B657|B1068|B563|B645|B658|B630,
G344_308_343,XP021331991.1_7955_223,,,B657|B1068|B563|B645|B658|B630,
G344_308_343,XP011507946.1_9606_226,,,B657|B1068|B510|B563|B560|B522|B527|B645|B509|B658|B630,
G344_308_343,NP001094531.1_9913_227,,,B657|B1068|B510|B563|B560|B522|B527|B645|B509|B658|B630,
G344_308_343,NP001288634.1_10090_229,,,B657|B1068|B510|B563|B560|B522|B527|B645|B509|B658|B630,
G344_308_343,XP002935503.2_8364_231,,,B657|B1068|B510|B563|B519|B560|B522|B527|B645|B509|B658|B630,
G344_308_343,XP021322467.1_7955_233,,,B657|B1068|B510|B563|B519|B560|B522|B527|B645|B509|B658|B630,
G344_308_343,XP018667344.1_7719_236,,,B657|B1068|B884|B605|B606|B509|B658,
G344_308_343,NP609406.2_7227_238,,,B1068|B510|B522|B527|B605|B509|B630,
G344_308_343,NP084257.1_10090_240,,,B1384|B1068|B510|B884|B563|B519|B560|B522|B527|B509|B630,
G344_308_343,XP011517543.2_9606_241,,,B657|B1068|B563|B645|B658|B630,
G344_308_343,NP001192863.2_9913_243,,,B657|B1384|B1068|B510|B563|B519|B560|B522|B527|B509|B658|B630,
G344_308_343,XP004946005.4_9031_245,,,B657|B1384|B1068|B510|B563|B519|B560|B522|B527|B509|B658|B630,
G344_308_343,XP031747432.1_8364_247,,,B657|B1384|B1068|B510|B884|B563|B519|B560|B522|B527|B509|B658|B630,
G344_308_343,XP021332354.1_7955_249,,,B1384|B1068|B510|B884|B563|B519|B560|B522|B527|B509|B630,
G344_308_343,NP505017.1_6239_251,,,B657|B1068|B510|B884|B563|B560|B527|B645|B509|B658|B630,
G344_308_343,NP001177303.1_10090_254,,,B510|B884|B563|B519|B560|B522|B527|B509|B630,
G344_308_343,XP011520124.1_9606_255,,,B657|B510|B884|B563|B519|B560|B522|B527|B645|B509|B658|B630,
G344_308_343,XP024838113.1_9913_257,,,B657|B510|B884|B563|B519|B560|B522|B527|B605|B606|B509|B658|B630,
G344_308_343,XP004943881.2_9031_259,,,B510|B884|B563|B519|B560|B522|B527|B509|B630,
G344_308_343,XP012814972.2_8364_261,,,B657|B510|B884|B563|B519|B560|B522|B527|B509|B658|B630,
G344_308_343,XP003198947.4_7955_263,,,B657|B510|B884|B563|B519|B560|B522|B527|B509|B658|B630,
G344_308_343,XP006538438.1_10090_265,,,B657|B510|B884|B563|B519|B560|B522|B527|B605|B606|B509|B658|B630,
G344_308_343,XP011516365.1_9606_266,,,B657|B510|B884|B563|B519|B560|B522|B527|B509|B658|B630,
G344_308_343,XP024851836.1_9913_268,,,B657|B510|B884|B563|B519|B560|B522|B527|B509|B658|B630,
G344_308_343,XP004949181.2_9031_270,,,B657|B510|B884|B563|B519|B560|B522|B527|B645|B509|B658|B630,
G344_308_343,XP012808484.1_8364_272,,,B657|B510|B884|B563|B519|B560|B522|B527|B645|B509|B658|B630,
G344_308_343,XP026689948.1_7719_275,,,B657|B510|B884|B563|B519|B560|B522|B527|B509|B658|B630,
G344_308_343,XP011241828.1_10090_277,,,B510|B563|B519|B560|B522|B527|B509,
G344_308_343,XP011526263.1_9606_278,,,B510|B563|B519|B560|B522|B527|B509,
G344_308_343,XP024850913.1_9913_280,,,B510|B563|B519|B560|B522|B527|B509,
G344_308_343,XP015155455.2_9031_282,,,B510|B563|B519|B560|B522|B527|B509,
G344_308_343,XP031760531.1_8364_284,,,B510|B519|B560|B522|B527|B509,
G344_308_343,XP005166548.1_7955_286,,,B510|B563|B519|B560|B522|B527|B509,
G344_308_343,XP002932288.1_8364_287,,,B510|B563|B519|B560|B522|B527|B509,
G344_308_343,XP018667203.1_7719_290,,,B510|B563|B560|B522|B527|B509,
G344_308_343,NP001001322.1_10090_295,,,B499|B510|B884|B563|B519|B560|B522|B527|B491|B444|B509|B456|B630,
G344_308_343,NP620594.1_9606_296,,,B499|B510|B884|B563|B519|B560|B522|B527|B491|B444|B509|B456|B630,
G344_308_343,XP024855422.1_9913_298,,,B499|B510|B884|B563|B519|B560|B522|B527|B491|B444|B509|B456|B630,
G344_308_343,XP040505337.1_9031_300,,,B499|B510|B563|B519|B560|B522|B527|B491|B444|B509|B456|B630,
G344_308_343,XP031747422.1_8364_302,,,B499|B510|B884|B563|B519|B560|B522|B527|B491|B444|B509|B456|B630,
G344_308_343,XP002663267.4_7955_304,,,B499|B510|B563|B519|B560|B522|B527|B491|B444|B509|B456|B630,
G344_308_343,XP021327811.1_7955_305,,,B499|B510|B563|B519|B560|B522|B527|B491|B444|B509|B456|B630,
G344_308_343,NP808540.2_10090_309,,,B499|B657|B1384|B1068|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B509|B658|B21|B456|B433,
G344_308_343,NP001179726.1_9913_310,,,B499|B657|B1384|B1068|B510|B563|B519|B560|B522|B527|B491|B467|B444|B645|B509|B658|B21|B456|B630|B433,
G344_308_343,NP055058.2_9606_312,,,B499|B657|B1384|B1068|B510|B563|B519|B560|B522|B527|B491|B467|B444|B645|B509|B658|B21|B456|B630|B433,
G344_308_343,XP040555677.1_9031_314,,,B499|B1384|B1068|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B509|B21|B456|B630|B433,
G344_308_343,XP012810820.2_8364_316,,,B499|B1384|B1068|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B509|B21|B456|B630|B433,
G344_308_343,XP021331662.1_7955_318,,,B499|B1384|B1068|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B509|B21|B456|B630|B433,
G344_308_343,NP055059.2_9606_320,,,B499|B1384|B1068|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B509|B21|B456|B630|B433,
G344_308_343,NP777056.1_9913_321,,,B499|B1384|B1068|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B509|B21|B456|B630|B433,
G344_308_343,NP783574.1_10090_323,,,B499|B1384|B1068|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B509|B21|B456|B630|B433,
G344_308_343,XP040503121.1_9031_325,,,B499|B1384|B1068|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B509|B21|B456|B630|B433,
G344_308_343,XP012815203.2_8364_327,,,B499|B1384|B1068|B510|B563|B519|B560|B522|B527|B605|B491|B467|B444|B606|B509|B21|B456|B630|B433,
G344_308_343,NP631894.2_9606_330,,,B499|B1384|B1068|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B509|B21|B456|B630|B433,
G344_308_343,XP005226419.1_9913_331,,,B499|B1384|B1068|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B509|B21|B456|B630|B433,
G344_308_343,NP001074596.1_10090_333,,,B499|B657|B1384|B1068|B510|B563|B519|B560|B522|B527|B491|B467|B444|B645|B509|B658|B21|B456|B630|B433,
G344_308_343,XP004942102.1_9031_335,,,B499|B1384|B1068|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B509|B21|B456|B630|B433,
G344_308_343,XP031762102.1_8364_337,,,B499|B1384|B1068|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B509|B21|B456|B630|B433,
G344_308_343,XP017214092.1_7955_339,,,B499|B1384|B1068|B510|B884|B563|B519|B560|B522|B527|B491|B467|B444|B509|B21|B456|B630|B433,
G344_308_343,XP018671182.1_7719_342,,,B499|B1384|B510|B884|B563|B519|B560|B491|B467|B509|B21|B630|B433,
NP001264195.1_10090_345,NP001264195.1_10090_345,,,,
XP002691532.1_9913_346,XP002691532.1_9913_346,,,,
G347_345_346,NP001264195.1_10090_345,,,,
G347_345_346,XP002691532.1_9913_346,,,,
NP003174.3_9606_348,NP003174.3_9606_348,,,,
G349_347_348,NP001264195.1_10090_345,,,B130|B140|B128,
G349_347_348,XP002691532.1_9913_346,,,B130|B140|B128,
G349_347_348,NP003174.3_9606_348,,,B130|B140|B128,
NP001008682.1_9031_350,NP001008682.1_9031_350,,,,
G351_349_350,NP001264195.1_10090_345,,,B199|B139,
G351_349_350,XP002691532.1_9913_346,,,B199|B139,
G351_349_350,NP003174.3_9606_348,,,B199|B139,
G351_349_350,NP001008682.1_9031_350,,,B199|B139,
XP031757449.1_8364_352,XP031757449.1_8364_352,,,,
G353_351_352,NP001264195.1_10090_345,,,B204|B207|B198,
G353_351_352,XP002691532.1_9913_346,,,B204|B207|B198,
G353_351_352,NP003174.3_9606_348,,,B204|B207|B198,
G353_351_352,NP001008682.1_9031_350,,,B204|B327|B207|B198,
G353_351_352,XP031757449.1_8364_352,,,B204|B327|B207|B198,
XP005158775.1_7955_354,XP005158775.1_7955_354,,,,
XP021324312.1_7955_355,XP021324312.1_7955_355,,,,
G356_354_355,XP005158775.1_7955_354,,,,
G356_354_355,XP021324312.1_7955_355,,,,
G357_353_356,NP001264195.1_10090_345,,,B152|B197|B132|B189|B155|B172|B138|B195|B137|B196|B205|B143|B180|B170,
G357_353_356,XP002691532.1_9913_346,,,B152|B197|B132|B189|B155|B172|B138|B195|B137|B196|B205|B143|B180|B170,
G357_353_356,NP003174.3_9606_348,,,B152|B197|B132|B189|B155|B172|B138|B195|B137|B196|B205|B143|B180|B170,
G357_353_356,NP001008682.1_9031_350,,,B152|B197|B132|B189|B155|B172|B138|B195|B137|B196|B205|B143|B180|B170,
